sicaklik,mq7,mq135,toz,event_label
22.7,0.00375,3.438502,2.060315,1
24.22,0.004183,1.088509,0.171745,3
21.96,0.004818,3.168736,4.657082,1
23.28,0.005981,3.145625,4.532662,1
22.7,0.005455,0.135523,0.18264,0
21.01,0.022178,0.706635,1.398356,2
21.49,0.00605,3.794927,5.016529,1
19.49,0.044543,1.455861,1.212639,2
23.74,0.00547,1.853877,3.743582,1
22.88,0.004626,2.611978,2.92276,1
22.4,0.023287,1.222699,1.690124,2
23.15,0.028194,0.63444,0.194996,4
23.42,0.040827,1.439419,0.934688,2
22.31,0.004689,0.260319,0.201391,0
23.21,0.004382,2.374333,5.290189,1
24.93,0.004936,1.14432,0.214853,3
22.3,0.004554,0.172278,0.108301,0
23.82,0.027396,0.674486,0.172247,4
22.63,0.005966,0.189399,0.23274,0
21.17,0.031529,0.564772,1.471528,2
21.99,0.025005,1.126815,0.926608,2
23.9,0.003538,0.690566,0.219565,3
22.32,0.01476,0.513112,0.209732,4
21.95,0.004495,3.102845,2.698996,1
22.71,0.006615,0.15527,0.242109,0
23.62,0.029844,0.753928,1.615773,2
20.29,0.005617,1.718758,4.057444,1
23.42,0.005351,1.60066,2.106213,1
21.95,0.004822,3.95558,5.53475,1
19.19,0.006349,0.1466,0.168296,0
27.07,0.028102,0.747731,0.179841,4
25.24,0.022617,0.943064,0.194268,4
24.31,0.015461,0.905332,0.163571,4
26.41,0.024903,0.864104,0.169342,4
23.78,0.02235,0.51433,0.165808,4
23.21,0.002753,0.135448,0.142951,0
22.42,0.00549,3.508793,2.202674,1
22.42,0.006196,3.665118,4.430771,1
24.68,0.021948,0.908014,0.162472,4
23.76,0.005326,0.150559,0.191306,0
21.61,0.007137,0.182586,0.180196,0
21.67,0.004998,2.234409,5.421223,1
25.88,0.02344,0.519129,0.212399,4
21.59,0.048017,1.104282,1.112724,2
22.28,0.005261,0.174393,0.257283,0
25.03,0.026,0.922604,0.209514,4
22.08,0.023449,1.178193,1.892858,2
22.47,0.005426,2.837306,4.419436,1
25.39,0.017145,0.924144,0.297257,4
21.67,0.004665,0.130815,0.219235,0
20.54,0.004192,3.155913,5.206657,1
23.79,0.006432,0.761601,0.193247,3
20.78,0.005543,2.847626,2.387855,1
21.69,0.004134,0.210649,0.285527,0
20.66,0.03726,1.261026,0.860965,2
21.72,0.003093,0.121052,0.248254,0
22.35,0.004739,0.148931,0.15863,0
24.65,0.014671,0.827688,0.202422,4
21.7,0.004947,3.858351,5.040839,1
20.01,0.003386,2.278588,3.797905,1
22.85,0.034609,1.105103,1.35843,2
22.47,0.005659,0.192304,0.221275,0
23.67,0.003753,1.020399,0.173992,3
23.17,0.005556,0.159659,0.251194,0
23.0,0.004707,0.840681,0.188115,3
21.78,0.031353,0.870131,1.238213,2
24.25,0.018579,0.878771,0.165537,4
25.12,0.006139,0.937524,0.225937,3
22.78,0.005188,0.133588,0.219501,0
24.53,0.004175,0.60535,0.144608,3
20.78,0.005689,0.239607,0.178848,0
21.18,0.004445,1.025806,0.211271,3
21.73,0.004771,0.176502,0.221012,0
26.96,0.013489,0.769732,0.164756,4
20.97,0.005181,0.313237,0.225393,0
25.08,0.004111,0.671627,0.214288,3
21.12,0.006639,0.253974,0.165914,0
22.39,0.00561,0.773242,0.197138,3
21.93,0.004386,1.582163,5.831686,1
26.49,0.023038,0.925683,0.18214,4
25.03,0.00414,0.936697,0.224528,3
21.87,0.004756,3.826287,2.98846,1
22.08,0.003979,0.25493,0.149136,0
19.75,0.005889,0.177617,0.173744,0
25.78,0.005315,1.164014,0.18429,3
23.11,0.005501,0.191277,0.185043,0
21.56,0.02767,1.292272,1.460376,2
19.5,0.034201,0.582893,1.375169,2
22.13,0.006173,0.314786,0.176367,0
24.73,0.005833,1.141734,0.198533,3
26.32,0.016311,0.74421,0.239026,4
22.56,0.006847,1.244434,4.917846,1
22.7,0.005289,1.033468,0.274503,3
22.05,0.006171,0.933244,0.211128,3
23.23,0.004723,1.089045,0.26916,3
21.8,0.004212,3.342104,3.457048,1
23.98,0.005023,0.685944,0.162122,3
23.53,0.005437,3.490085,5.834476,1
22.18,0.047471,1.448681,1.871776,2
21.1,0.021809,0.729751,1.567631,2
24.87,0.012667,0.650023,0.222079,4
22.03,0.023194,0.729094,1.117946,2
23.79,0.025989,0.665355,0.259003,4
22.64,0.003731,0.201221,0.217387,0
21.51,0.003982,0.185628,0.250277,0
24.45,0.00589,1.10919,0.212451,3
22.96,0.004071,0.17064,0.183056,0
26.91,0.013521,0.741283,0.256744,4
22.1,0.003993,0.209207,0.1742,0
21.46,0.00571,0.219009,0.259881,0
22.32,0.048412,1.262631,1.691376,2
21.68,0.044484,1.396342,1.123814,2
24.29,0.003864,0.643864,0.219946,3
22.5,0.004243,0.932358,0.203099,3
24.5,0.006203,1.05315,0.186105,3
23.82,0.005141,1.146559,0.199583,3
20.73,0.004834,2.116001,4.707575,1
20.81,0.005918,0.276511,0.217165,0
22.36,0.005045,0.125695,0.220153,0
23.6,0.004937,0.157789,0.316881,0
25.14,0.024596,0.574912,0.162046,4
22.73,0.005433,1.919385,5.291229,1
21.81,0.038069,1.206523,1.889093,2
24.65,0.012853,0.960634,0.185332,4
21.54,0.003865,0.181304,0.253313,0
19.71,0.005363,1.226693,2.416873,1
20.78,0.023854,1.495644,1.784936,2
22.35,0.005552,0.292615,0.266173,0
23.78,0.02041,0.523974,0.112644,4
24.7,0.028192,0.548618,0.20043,4
23.02,0.04162,0.556027,1.820459,2
23.23,0.027605,0.725996,1.097764,2
24.96,0.023163,0.751675,0.172468,4
24.55,0.00467,0.673388,0.182885,3
24.28,0.019624,0.869633,0.207542,4
23.58,0.004198,0.7542,0.224039,3
21.69,0.004291,0.220302,0.183344,0
22.26,0.005285,0.773738,0.213047,3
21.97,0.006651,1.655088,2.792378,1
23.38,0.004694,3.730425,2.280842,1
27.2,0.005272,0.656066,0.157832,3
23.55,0.005387,1.137462,0.182086,3
24.54,0.022386,0.901865,0.255734,4
22.63,0.005564,0.277075,0.2323,0
22.01,0.005913,0.111972,0.196994,0
23.92,0.004989,0.771839,0.237582,3
22.45,0.005937,0.159856,0.186355,0
24.42,0.004005,1.060124,0.163662,3
22.37,0.006548,3.729053,2.930754,1
25.54,0.013111,0.899638,0.228097,4
21.53,0.046441,0.647395,1.779273,2
22.93,0.006018,1.925405,5.990176,1
26.2,0.003764,0.99471,0.196044,3
22.86,0.005656,3.903473,4.81938,1
24.66,0.004594,0.870788,0.223504,3
23.14,0.03427,1.349148,1.9827,2
27.06,0.013892,0.628105,0.247082,4
21.52,0.026942,0.98806,1.701832,2
22.77,0.003761,0.915891,0.184982,3
23.23,0.005646,0.76884,0.16167,3
20.06,0.005835,0.231468,0.18833,0
25.64,0.020053,0.961082,0.188851,4
23.87,0.003418,1.155643,0.175229,3
21.98,0.004585,0.038301,0.174629,0
23.38,0.004372,2.131115,3.443367,1
23.1,0.005182,1.191171,0.204044,3
22.16,0.004981,2.607692,5.449357,1
21.79,0.004728,0.22073,0.125254,0
21.79,0.036068,0.916033,1.113477,2
22.97,0.005313,0.741911,0.261765,3
23.45,0.002803,3.018394,4.403625,1
20.84,0.004828,1.529477,4.401172,1
23.61,0.005349,0.677908,0.236606,3
22.44,0.033993,0.739764,1.996603,2
23.11,0.01115,0.830236,0.225929,4
22.21,0.004647,0.169085,0.267332,0
20.57,0.007897,0.208559,0.236872,0
22.13,0.006106,3.258406,4.076244,1
21.6,0.030341,0.915143,1.032371,2
22.28,0.02315,0.917371,1.581777,2
21.29,0.005879,2.262366,5.709743,1
22.56,0.004573,0.108749,0.207787,0
21.14,0.005416,1.416446,5.356814,1
22.11,0.004489,1.417124,3.129058,1
23.99,0.006626,2.774134,5.652244,1
23.68,0.006045,0.905742,0.181855,3
20.17,0.004074,0.17079,0.238797,0
22.47,0.005403,1.434357,4.558251,1
25.63,0.011563,0.869195,0.237803,4
21.38,0.021629,1.310929,1.846925,2
20.87,0.005562,3.146249,5.820323,1
25.16,0.019261,0.535957,0.191003,4
23.5,0.00696,1.082938,0.136286,3
23.68,0.004464,0.981334,0.179962,3
21.08,0.004051,3.671683,5.859561,1
24.18,0.00456,1.031958,0.241587,3
22.1,0.003489,0.216961,0.203773,0
27.6,0.026536,0.933849,0.204409,4
23.5,0.006157,0.854456,0.217655,3
25.13,0.026324,0.542762,0.158052,4
25.23,0.013031,0.677614,0.182698,4
22.82,0.043453,0.791322,0.973377,2
22.8,0.004574,0.280893,0.180085,0
27.1,0.014623,0.525314,0.235639,4
22.23,0.049987,1.235651,1.658686,2
23.3,0.004693,0.874597,0.269006,3
22.61,0.043524,0.637113,1.053948,2
23.58,0.004067,0.984009,0.196984,3
21.73,0.006702,0.166749,0.210331,0
23.37,0.005034,0.214517,0.186039,0
22.55,0.035008,0.879364,1.192187,2
25.36,0.005207,0.728734,0.289894,3
23.75,0.020346,0.6462,0.16844,4
26.18,0.005102,0.863972,0.187726,3
23.5,0.004906,0.126091,0.165071,0
27.41,0.019026,0.773949,0.156037,4
22.66,0.004929,0.216146,0.209799,0
21.86,0.004571,1.868945,2.948649,1
21.26,0.043865,0.760421,1.844603,2
22.16,0.032753,0.77045,1.338125,2
26.57,0.01241,0.582076,0.172341,4
23.33,0.004358,1.086748,0.203474,3
23.79,0.037026,0.572531,1.920123,2
22.03,0.005201,3.311619,2.040244,1
27.29,0.025325,0.565421,0.15865,4
23.82,0.034973,0.544355,1.75399,2
20.41,0.004924,0.156612,0.188054,0
21.31,0.004762,0.215262,0.180168,0
26.88,0.017956,0.547483,0.210933,4
20.94,0.04647,1.202147,1.12726,2
26.11,0.020156,0.866551,0.211117,4
24.93,0.020415,0.533446,0.150009,4
28.6,0.019328,0.847816,0.178119,4
21.73,0.00464,2.633885,2.24903,1
23.34,0.005609,1.134337,4.820916,1
21.87,0.004605,0.1822,0.176663,0
21.59,0.006366,2.744486,2.514205,1
21.37,0.005465,3.320053,2.711114,1
24.15,0.019594,0.982884,0.223418,4
23.4,0.005405,0.666827,0.158946,3
21.47,0.041918,1.279201,1.919183,2
20.81,0.005403,0.202109,0.136687,0
21.19,0.003946,3.273169,4.678014,1
19.91,0.003892,0.201746,0.169943,0
23.98,0.004437,0.783731,0.224978,3
23.84,0.01183,0.975988,0.23651,4
22.39,0.00349,0.149445,0.175447,0
21.43,0.004269,0.178251,0.148316,0
23.74,0.043643,0.879249,1.053308,2
22.05,0.034237,0.573329,1.610433,2
21.22,0.005564,2.811273,3.245244,1
21.77,0.003959,2.745615,2.137567,1
24.94,0.004073,1.071747,0.257461,3
25.58,0.026232,0.774816,0.224716,4
21.7,0.026829,0.836525,1.246883,2
21.6,0.002514,0.250692,0.252846,0
28.25,0.015157,0.726275,0.17724,4
23.59,0.016336,0.911732,0.227634,4
22.94,0.005473,1.78183,4.480219,1
22.15,0.00465,0.201178,0.177164,0
26.35,0.013496,0.514637,0.285939,4
22.14,0.007558,1.38344,3.456702,1
22.42,0.040664,1.326818,1.966899,2
23.91,0.005065,0.875969,0.178045,3
20.99,0.040418,0.846705,1.265928,2
25.19,0.00436,0.774646,0.154776,3
24.07,0.004717,0.675465,0.196838,3
22.58,0.004785,0.200999,0.228292,0
24.33,0.006449,0.204171,0.238428,0
22.65,0.038481,0.980364,1.644147,2
24.9,0.016529,0.937481,0.210477,4
22.31,0.037184,1.486338,1.827882,2
23.54,0.002698,3.769532,2.361183,1
20.58,0.005289,0.187388,0.168613,0
24.0,0.005815,1.14734,0.190581,3
28.3,0.012166,0.617452,0.217963,4
23.48,0.006267,1.093224,0.199852,3
21.89,0.005563,2.306117,2.558407,1
24.9,0.021443,0.788722,0.229626,4
24.3,0.018057,0.840019,0.155745,4
22.45,0.006773,1.614461,3.24213,1
23.0,0.003725,3.613402,5.000453,1
22.05,0.006506,0.812198,0.227247,3
23.13,0.004611,1.127884,0.17168,3
22.01,0.00438,3.155082,4.487062,1
24.78,0.004586,1.160649,0.22269,3
21.28,0.00597,0.28618,0.217022,0
19.53,0.004708,0.219373,0.281308,0
21.84,0.004623,1.943857,5.175623,1
23.81,0.006919,0.759122,0.192965,3
21.96,0.004384,0.231179,0.210915,0
23.89,0.004619,2.681444,5.86902,1
21.74,0.005048,3.709684,4.700188,1
21.65,0.027246,1.092946,0.821256,2
24.22,0.026573,0.844688,0.201579,4
28.65,0.017203,0.520173,0.251056,4
21.71,0.005101,3.799789,4.38366,1
25.47,0.022307,0.510358,0.242665,4
22.51,0.044786,1.451289,1.248534,2
21.58,0.006855,0.186551,0.095044,0
23.29,0.004523,1.16079,0.216387,3
25.19,0.010943,0.923511,0.167097,4
25.92,0.024121,0.959964,0.204039,4
22.37,0.046262,1.491067,1.737011,2
20.45,0.002943,0.241558,0.162212,0
22.09,0.004553,2.100237,5.463416,1
22.55,0.006559,3.01192,3.899517,1
22.33,0.006412,1.096698,2.453551,1
25.54,0.028722,0.53122,0.230405,4
23.81,0.004759,0.98733,0.288621,3
23.2,0.003547,0.822371,0.120774,3
20.76,0.00541,0.119466,0.180691,0
22.73,0.035627,0.573418,1.853853,2
21.46,0.006063,3.750893,2.301743,1
23.85,0.038023,1.153424,1.416131,2
25.89,0.02196,0.88206,0.176233,4
21.71,0.043549,0.725857,1.51866,2
25.37,0.002915,1.098591,0.216331,3
22.93,0.004756,2.22463,2.131771,1
22.66,0.005066,3.094112,4.893624,1
20.05,0.005007,1.954859,5.47717,1
23.83,0.005213,0.787809,0.18186,3
23.1,0.037171,1.05342,0.901262,2
23.13,0.026973,0.87412,1.94824,2
23.41,0.00462,0.145443,0.182364,0
22.94,0.045166,0.592591,1.567692,2
21.58,0.005991,0.238132,0.208743,0
21.82,0.006384,0.220779,0.130986,0
22.78,0.038762,1.457935,1.725373,2
22.04,0.004646,1.069769,2.41733,1
22.5,0.006716,0.236687,0.250758,0
27.62,0.010342,0.615687,0.165609,4
23.2,0.004803,1.95113,5.192583,1
23.14,0.035804,1.03492,1.072541,2
22.1,0.00419,1.013407,0.129112,3
25.93,0.013508,0.809965,0.18515,4
22.86,0.020511,0.919947,0.956255,2
22.15,0.004097,0.234471,0.256356,0
19.33,0.004101,0.142462,0.202223,0
22.1,0.005049,0.660957,0.179775,3
20.95,0.005645,3.56751,4.933973,1
25.32,0.005775,0.72196,0.174533,3
21.96,0.005071,0.213032,0.19094,0
21.37,0.005337,3.609814,5.232677,1
24.23,0.004161,0.905389,0.112018,3
23.55,0.004578,1.074541,0.147383,3
22.55,0.003775,3.421567,3.008395,1
22.6,0.037479,1.003473,1.686812,2
18.58,0.041111,1.378047,1.325564,2
22.26,0.032564,1.361526,1.030726,2
22.9,0.005683,0.798891,0.187848,3
21.49,0.00531,2.332653,4.016976,1
21.83,0.046116,0.910453,1.047309,2
20.92,0.005406,1.765436,3.273209,1
22.67,0.004298,0.850893,0.200858,3
22.63,0.041414,1.05763,1.558869,2
22.02,0.006811,2.663014,5.462379,1
23.04,0.020266,0.694223,0.148975,4
22.83,0.004583,0.152219,0.128512,0
21.7,0.044189,0.523951,0.99662,2
22.53,0.004274,3.213319,4.41551,1
20.55,0.029823,0.74386,0.206966,4
25.71,0.01379,0.75586,0.265398,4
24.78,0.013899,0.709177,0.157559,4
23.96,0.022546,0.669899,0.223195,4
23.77,0.019858,0.570899,0.202933,4
22.05,0.005949,0.155722,0.239596,0
27.2,0.016508,0.508809,0.134529,4
21.78,0.020754,1.334127,1.793543,2
25.2,0.005334,0.703052,0.169213,3
26.19,0.005332,0.99066,0.164963,3
25.88,0.006452,0.638132,0.237065,3
25.12,0.005263,0.644365,0.184092,3
24.44,0.005896,1.142059,0.269445,3
20.45,0.006425,2.958053,3.308869,1
21.33,0.003651,1.372418,4.785863,1
20.52,0.027641,1.395456,1.187248,2
20.35,0.046808,0.576154,1.833054,2
22.92,0.004221,0.199948,0.169279,0
22.69,0.037641,0.86026,0.921616,2
22.47,0.005042,0.233082,0.19136,0
22.04,0.02776,1.119988,1.560372,2
26.38,0.012252,0.821075,0.202344,4
21.55,0.005328,1.385913,2.076183,1
22.3,0.04557,0.635496,1.668409,2
26.42,0.024867,0.919048,0.204296,4
22.61,0.004463,1.241726,3.005343,1
22.07,0.003378,0.193345,0.256786,0
22.08,0.029053,1.099007,1.292597,2
25.85,0.018689,0.855646,0.203895,4
21.42,0.004745,2.36404,4.39282,1
21.92,0.004136,1.143367,5.743535,1
22.2,0.029073,1.499392,1.642908,2
23.41,0.003566,2.203579,2.838529,1
20.79,0.025928,1.33206,0.998415,2
21.91,0.006045,0.973983,0.184896,3
21.25,0.00402,2.93226,3.419327,1
21.48,0.002538,3.878249,3.957005,1
28.04,0.021446,0.929757,0.247902,4
22.05,0.002299,2.192899,3.610998,1
21.61,0.046905,1.152241,1.958072,2
21.4,0.023172,0.632073,1.689657,2
27.5,0.027306,0.922104,0.183866,4
20.66,0.004604,1.645062,3.490461,1
22.71,0.004696,1.037266,0.17274,3
25.39,0.026176,0.612546,0.198411,4
22.23,0.004369,1.071272,0.235492,3
21.53,0.036387,1.403818,1.481926,2
22.95,0.005726,1.020693,0.152249,3
22.67,0.004389,0.175572,0.270343,0
26.51,0.026894,0.702839,0.207998,4
21.65,0.042871,1.370934,1.74095,2
26.69,0.010238,0.772193,0.212773,4
23.71,0.018287,0.941191,0.178134,4
25.57,0.005968,0.842025,0.227151,3
20.75,0.006816,0.630911,0.237076,3
22.3,0.004403,0.29253,0.217713,0
21.64,0.002263,2.332547,2.83115,1
21.09,0.03317,1.112073,1.897513,2
21.96,0.004681,1.404082,5.812864,1
22.15,0.028704,1.279941,1.479779,2
20.78,0.005556,2.790941,5.124504,1
22.19,0.004932,1.091315,0.240193,3
21.85,0.004782,0.219967,0.156039,0
24.03,0.025008,0.629825,0.169579,4
22.43,0.004274,3.836876,2.226351,1
25.83,0.020575,0.771914,0.181102,4
22.7,0.005006,1.054787,5.575745,1
26.11,0.019209,0.921016,0.219234,4
26.51,0.015382,0.646766,0.258931,4
23.64,0.012304,0.702365,0.210363,4
24.22,0.004206,0.641264,0.165215,3
21.84,0.004978,0.966403,0.275226,3
25.14,0.003934,0.704579,0.203731,3
24.22,0.010382,0.567719,0.157503,4
23.06,0.005877,0.198104,0.208809,0
21.89,0.029106,1.327061,1.417036,2
20.79,0.004289,0.173137,0.221885,0
22.77,0.00456,0.246911,0.183049,0
25.15,0.011881,0.966121,0.250576,4
22.36,0.02066,0.591103,1.913134,2
22.45,0.037284,0.729437,1.638277,2
23.97,0.005361,0.203766,0.165681,0
22.5,0.003623,0.142966,0.195462,0
24.05,0.029259,1.271282,1.513644,2
26.22,0.007192,0.696581,0.224815,3
23.09,0.049418,0.54155,1.393129,2
21.69,0.006082,0.970697,0.215263,3
25.46,0.003288,0.662799,0.293342,3
22.43,0.004925,0.191514,0.160183,0
20.58,0.005975,3.185414,2.37187,1
20.59,0.005244,0.221383,0.203394,0
24.04,0.006173,0.96612,0.228467,3
22.03,0.039655,0.566976,1.419187,2
23.72,0.006339,0.740009,0.160764,3
24.54,0.005285,0.789461,0.257821,3
21.93,0.005511,0.194848,0.155394,0
26.23,0.029791,0.795004,0.223467,4
22.42,0.003577,1.480129,3.94399,1
22.17,0.004537,2.455047,4.679259,1
24.83,0.006022,0.910445,0.192214,3
22.13,0.004186,3.393447,5.933973,1
22.7,0.038229,1.161403,1.169287,2
23.25,0.006086,1.49793,4.71977,1
25.23,0.022572,0.511063,0.170953,4
22.9,0.005307,3.548623,3.801935,1
19.75,0.005541,0.184627,0.182316,0
20.97,0.033527,1.121664,0.867421,2
21.16,0.02741,0.921152,0.897491,2
28.06,0.019307,0.917653,0.153923,4
23.64,0.033112,0.675624,1.224153,2
24.46,0.048153,0.848749,1.087427,2
19.89,0.004692,3.384476,4.491559,1
22.8,0.044829,1.459885,1.454519,2
25.7,0.006428,1.150557,0.131097,3
22.53,0.028366,0.889833,1.782845,2
23.27,0.027984,0.892252,0.244191,4
21.8,0.004997,1.82002,4.979977,1
25.63,0.012623,0.5928,0.154619,4
25.69,0.023644,0.863248,0.216134,4
20.16,0.043141,1.299236,1.782973,2
21.24,0.041201,1.234132,1.148556,2
21.56,0.00496,0.189367,0.229577,0
23.12,0.021891,1.179567,1.50311,2
22.51,0.00423,0.2131,0.227479,0
22.5,0.003999,0.306467,0.157002,0
22.66,0.033035,0.805354,1.858281,2
24.67,0.004969,0.69716,0.225101,3
19.94,0.003729,3.753106,2.408414,1
21.84,0.004973,0.226601,0.233252,0
22.39,0.004476,0.205196,0.187363,0
21.97,0.005986,1.524235,2.885638,1
24.98,0.006145,1.012604,0.161552,3
22.16,0.005596,0.266805,0.196902,0
21.26,0.045583,1.08792,1.655918,2
22.53,0.005045,1.286416,3.041334,1
21.58,0.023678,1.09552,1.243189,2
26.03,0.029582,0.867998,0.183526,4
23.58,0.005368,1.097492,0.169798,3
20.37,0.005306,2.022301,2.35761,1
22.79,0.026276,0.838932,0.178034,4
22.99,0.006231,3.457199,3.713808,1
25.6,0.028683,0.935216,0.16465,4
19.71,0.035219,0.562702,0.811778,2
25.1,0.02783,0.958833,0.202436,4
21.3,0.020915,0.777111,1.705562,2
21.45,0.041386,1.297296,1.869747,2
22.23,0.004691,2.816796,4.872278,1
23.08,0.003734,1.24314,3.079159,1
20.5,0.004101,0.267612,0.230006,0
22.82,0.00555,1.767811,3.542322,1
21.17,0.004712,0.23048,0.198279,0
23.26,0.003321,0.273821,0.209743,0
24.09,0.007098,0.867408,0.170318,3
22.26,0.004697,1.138723,0.18844,3
23.43,0.004266,0.118806,0.280105,0
21.22,0.005721,0.207834,0.218608,0
22.04,0.003955,3.199448,5.003588,1
22.04,0.00508,0.275649,0.274675,0
23.24,0.028883,0.621478,0.16079,4
22.86,0.005257,0.16794,0.208648,0
22.35,0.003009,3.612846,2.137869,1
23.89,0.010004,0.801964,0.277184,4
23.78,0.004161,1.967424,3.859028,1
25.8,0.011633,0.675172,0.213007,4
24.39,0.003452,0.678174,0.199389,3
21.15,0.006202,1.258974,3.221852,1
22.35,0.024779,1.455767,1.173374,2
23.1,0.005958,0.143569,0.222665,0
24.48,0.004892,0.817901,0.192558,3
22.46,0.003775,0.13946,0.21749,0
21.51,0.036602,1.421569,1.856805,2
22.97,0.004738,0.846638,0.259046,3
22.37,0.034827,0.580202,1.922438,2
25.28,0.004262,1.10359,0.258412,3
25.99,0.018214,0.946616,0.211119,4
23.56,0.004849,1.04233,0.230973,3
25.25,0.024481,0.660231,0.207207,4
21.79,0.020279,1.477454,0.922923,2
21.47,0.005429,0.147362,0.124249,0
22.43,0.046276,0.86263,1.980752,2
24.51,0.022929,0.744665,0.239984,4
24.39,0.033455,0.866236,1.712589,2
22.79,0.023869,0.6432,1.699663,2
20.7,0.022935,1.301839,1.83207,2
25.22,0.004124,1.088005,0.185089,3
20.98,0.004624,0.208786,0.187719,0
23.61,0.036475,0.76863,1.147024,2
21.35,0.005693,1.0299,0.174721,3
22.84,0.004731,0.067382,0.142769,0
22.84,0.005431,0.145146,0.249658,0
23.03,0.021946,1.194075,1.798705,2
21.62,0.004445,3.851246,5.782456,1
21.58,0.005831,0.088194,0.270542,0
21.79,0.038494,0.650402,1.414343,2
25.78,0.027634,0.784418,0.179044,4
23.12,0.014305,0.826943,0.2183,4
21.89,0.005545,0.20249,0.195061,0
20.45,0.030223,1.465137,1.48276,2
21.7,0.006044,0.920487,0.224136,3
25.31,0.004271,0.675076,0.252265,3
25.53,0.01998,0.879622,0.213393,4
23.72,0.005388,0.616498,0.116645,3
23.01,0.004016,0.236083,0.228425,0
22.55,0.031096,0.972078,1.221694,2
23.89,0.004823,1.746994,4.882112,1
21.28,0.004507,0.227953,0.153528,0
25.87,0.021392,0.703086,0.210327,4
22.29,0.005221,2.3992,5.848057,1
21.21,0.002651,1.976874,3.079094,1
23.72,0.005347,0.720252,0.22239,3
21.94,0.007078,0.15449,0.17662,0
21.94,0.025956,0.700772,1.479044,2
26.26,0.011559,0.73808,0.127537,4
26.07,0.018853,0.956785,0.207692,4
26.26,0.021766,0.534033,0.237811,4
24.23,0.004988,1.16466,0.225048,3
24.04,0.005877,0.241701,0.218414,0
21.53,0.00412,2.240081,3.856746,1
23.85,0.005077,1.192357,0.297163,3
24.5,0.004241,0.73651,0.246346,3
20.75,0.02571,0.904217,1.557439,2
22.52,0.006146,3.445078,5.393884,1
22.36,0.005293,3.917274,4.632646,1
23.09,0.021454,1.099401,1.57141,2
22.44,0.004234,2.970377,2.41324,1
20.86,0.035333,0.516861,0.9321,2
23.03,0.003935,3.196454,3.168943,1
23.19,0.031624,1.018907,1.405996,2
23.22,0.005525,0.127374,0.242288,0
22.19,0.047601,0.6834,0.923852,2
21.65,0.004402,0.206401,0.22614,0
24.0,0.004861,0.967212,0.206084,3
22.89,0.005441,1.003828,0.172946,3
21.62,0.003717,0.24611,0.232053,0
27.43,0.017774,0.873147,0.206371,4
23.53,0.005908,0.902625,0.190652,3
22.48,0.005285,0.218358,0.192392,0
24.35,0.026778,0.767094,0.245384,4
22.45,0.005509,0.690636,0.19783,3
22.89,0.005356,1.129227,0.215864,3
21.66,0.025231,1.476655,1.032062,2
23.85,0.005576,0.145775,0.193803,0
23.28,0.042857,1.345484,1.707898,2
21.91,0.005285,0.226351,0.175369,0
21.48,0.004343,3.420397,5.357276,1
22.59,0.011552,0.553841,0.165113,4
24.86,0.024469,0.920035,0.162855,4
22.73,0.025781,0.743119,1.169377,2
26.21,0.028646,0.873804,0.246861,4
24.14,0.027332,0.644212,0.242426,4
23.7,0.005457,0.680024,0.207593,3
22.86,0.005196,0.956169,0.144085,3
26.72,0.010443,0.901523,0.154169,4
24.93,0.012575,0.86022,0.160927,4
22.92,0.005945,2.624386,4.888741,1
22.16,0.005855,2.528069,3.858398,1
22.1,0.006478,1.433127,2.106172,1
20.61,0.023208,1.098375,1.660277,2
22.61,0.027755,0.627736,1.622625,2
23.01,0.00557,0.143458,0.181453,0
24.69,0.021488,0.641436,0.19055,4
22.69,0.004162,3.111209,4.16102,1
23.41,0.005088,2.954794,5.752694,1
22.8,0.005622,2.54549,4.877241,1
25.21,0.020575,0.943934,0.222369,4
21.17,0.004586,0.245754,0.186216,0
20.71,0.029738,0.594801,0.943248,2
22.07,0.004876,1.496854,3.635446,1
21.12,0.005849,1.783758,3.278169,1
21.97,0.00561,0.211305,0.211848,0
22.79,0.00467,3.736586,4.812541,1
22.39,0.005313,0.144841,0.150273,0
23.2,0.012109,0.991582,0.123926,4
23.05,0.030241,1.119698,1.997602,2
21.49,0.00585,0.239294,0.177302,0
24.32,0.005125,3.808742,2.134384,1
21.3,0.029971,0.966918,1.119279,2
25.28,0.005066,1.179412,0.228583,3
22.87,0.005288,0.138921,0.272734,0
23.23,0.004739,0.649758,0.173823,3
23.93,0.014519,0.515214,0.186307,4
22.87,0.037611,0.944482,1.966502,2
26.54,0.023548,0.992044,0.171168,4
22.03,0.020361,0.540631,1.486378,2
22.31,0.007023,0.173324,0.243361,0
23.49,0.021717,1.397392,1.550842,2
23.34,0.00545,0.188943,0.211696,0
22.59,0.004477,0.185798,0.171748,0
22.88,0.004686,0.207921,0.17295,0
21.66,0.004232,1.728948,2.350798,1
21.76,0.03966,0.518724,1.362566,2
22.93,0.005092,0.131523,0.23194,0
27.75,0.022644,0.631846,0.194218,4
21.09,0.028669,1.288495,0.803589,2
23.37,0.005172,0.6033,0.186137,3
22.23,0.044545,0.519753,1.122497,2
24.36,0.019985,0.830917,0.12981,4
26.05,0.023263,0.729354,0.258454,4
25.45,0.019604,0.809261,0.17706,4
22.71,0.048201,1.001186,1.675139,2
20.81,0.004995,0.214117,0.17144,0
26.06,0.019148,0.599016,0.191254,4
24.63,0.01904,0.735546,0.233822,4
21.06,0.006259,0.028986,0.16283,0
